SIREN,Dénomination,SIRET,Code APE,Procédures collectives (type),Procédures collectives (date),Code postal,Date de création,Tranche effectifs,Catégorie juridique (Niveau I),Capital souscrit non appelé (I) (AA) 2016 (€),TOTAL (II) (net) (BJNET) 2016 (€),"Matières premières, approvisionnements (net) (BLNET) 2016 (€)",En cours de production de biens (net) (BNNET) 2016 (€),En cours de production de services (net) (BPNET) 2016 (€),Produits intermédiaires et finis (net) (BRNET) 2016 (€),Marchandises (net) (BTNET) 2016 (€),Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€),Clients et comptes rattachés (3) (net) (BXNET) 2016 (€),Autres créances (3) (net) (BZNET) 2016 (€),"Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€)",Valeurs mobilières de placement (net) (CDNET) 2016 (€),Disponibilités (net) (CFNET) 2016 (€),Charges constatées d'avance (3) (net) (CHNET) 2016 (€),TOTAL (III) (net) (CJNET) 2016 (€),Primes de remboursement des obligations (CM) 2016 (€),Ecarts de conversion actif (CN) 2016 (€),TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€),Capital social ou individuel (1) (DA) 2016 (€),Report à nouveau (DH) 2016 (€),RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€),TOTAL (I) (DL) 2016 (€),TOTAL(II) (DO) 2016 (€),TOTAL (III) (DR) 2016 (€),Autres emprunts obligataires (DT) 2016 (€),Emprunts obligataires convertibles (DS) 2016 (€),Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€),Emprunts et dettes financières divers (DV) 2016 (€),Avances et acomptes reçus sur commandes en cours (DW) 2016 (€),Dettes fournisseurs et comptes rattachés (DX) 2016 (€),Dettes fiscales et sociales (DY) 2016 (€),Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€),Autres dettes (EA) 2016 (€),dont comptes courants d'associés de l'exercice N (EA2) 2016 (€),Produits constatés d'avance (EB) 2016 (€),TOTAL (IV) (EC) 2016 (€),TOTAL GENERAL (I à V) (EE) 2016 (€),"(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€)",Chiffre d'affaires net (France) (FJ) 2016 (€),Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€),Chiffre d'affaires net (Total) (FL) 2016 (€),Subventions d'exploitation (FO) 2016 (€),"Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€)",Total des produits d'exploitation (2) (I) (FR) 2016 (€),Achats de marchandises (y compris droits de douane) (FS) 2016 (€),Variation de stock (marchandises) (FT) 2016 (€),Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€),Variation de stock (matières premières et approvisionnements) (FV) 2016 (€),Autres achats et charges externes (3) (6 bis) (FW) 2016 (€),"Impôts, taxes et versements assimilés (FX) 2016 (€)",Salaires et traitements (FY) 2016 (€),Charges sociales (10) (FZ) 2016 (€),Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€),Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€),Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€),Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€),Autres charges (12) (GE) 2016 (€),Total des charges d'exploitation (4) (II) (GF) 2016 (€),1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€),Total des produits financiers (V) (GP) 2016 (€),Intérêts et charges assimilées (GR) 2016 (€),Total des charges financières (VI) (GU) 2016 (€),Dotations financières aux amortissements et provisions (GQ) 2016 (€),Reprises sur provisions & transferts de charges (GM) 2016 (€),Total des produits exceptionnels (VII) (HD) 2016 (€),Reprises sur provisions & transferts de charges (HC) 2016 (€),Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€),Total des charges exceptionnelles (VIII) (HH) 2016 (€),4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€),5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€),Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€),Impôts sur les bénéfices (HK) 2016 (€),Clients douteux ou litigieux - Montant brut (VA) 2016 (€),Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€),Impôts sur les bénéfices - Montant brut (8E) 2016 (€),T.V.A. - Montant brut (VW) 2016 (€),Emprunts remboursés en cours d’exercice (VK) 2016 (€),Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€),Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€),Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€),Effets portés à l’escompte et non échus (YS) 2016 (€),Sous‐traitance (YT) 2016 (€),Effectif moyen du personnel (YP) 2016,Ecarts de conversion passif (V) (ED) 2016 (€),Production stockée (FM) 2016 (€),Production immobilisée (FN) 2016 (€),(3) Dont Crédit-bail mobilier (HP) 2016 (€),(3) Dont Crédit-bail immobilier (HQ) 2016 (€),3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€),Ville,Nombre de mois de l'exercice comptable 2016,Notation NOTA-PME 2016,Catégorie juridique (Niveau II)
437854656,REGAL DESSERTS MONTREUIL,43785465600018,4724Z,Dépôt de l'état des créances,14/01/2009,93100.0,02/05/2001,De 3 à 5 salariés,,0,119326,2471,0,0,0,17110,0,2294,465376,0,0,6147,12963,506361,0,0,625687,40000,702,48593,93324,0,0,0,0,97,6769,0,501080,24417,0,0,0,0,532362,625687,97,941816,0,941816,0,10411,952269,614896,-871,4175,-531,149470,7699,97128,29021,3657,0,0,0,801,905445,46823,1770,0,0,0,0,0,0,0,0,0,48593,0,0,0,13203,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,48593,MONTREUIL,12,,Société par actions simplifiée
438462236,COPIE CONFORME,43846223600037,8219Z,,,92300.0,06/07/2001,De 3 à 5 salariés,,0,405910,4587,0,0,0,0,0,142587,140638,0,0,76156,4860,368827,0,0,774738,150000,526,8477,587475,0,0,0,0,488,1187,0,70764,114807,0,17,0,0,187262,774738,0,777388,1956,779343,0,504,781161,0,0,31456,-1679,516128,7432,153030,56193,11802,0,0,0,686,775048,6113,2786,64,64,0,0,0,0,0,70,-70,8477,0,288,5992,50836,0,39317,0,0,0,0,0,0,0,0,0,0,0,0,8835,LEVALLOIS-PERRET,12,"5,4",Société par actions simplifiée
311042873,COBISCOL,31104287300027,4636Z,,,69150.0,01/01/1977,De 1 à 2 salariés,,0,7335,0,0,0,0,60573,0,208317,170753,0,0,149137,7955,596738,0,0,604073,37000,0,13880,121887,0,0,0,0,1762,5064,0,403974,71383,0,0,0,0,482186,604073,1762,929048,0,929048,0,0,932883,553253,12283,0,0,201015,5972,107269,30775,1698,0,0,0,822,913091,19792,0,5463,5463,0,0,10307,0,0,12013,-1705,13880,0,-1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14328,DECINES-CHARPIEU,12,"5,3",Société par actions simplifiée
799391339,LHG MONS,79939133900022,5510Z,,,59370.0,20/12/2013,De 10 à 19 salariés,,0,75,9271,0,0,0,1588,0,42214,100592,0,0,1927,5381,160973,0,0,161048,5000,-17635,-6243,-18878,0,0,0,0,0,0,1660,115897,62368,0,0,0,0,179926,161048,0,841576,0,841576,0,11302,852879,15680,809,81327,-806,400415,17343,245874,68934,0,0,0,0,30344,859922,-7043,0,0,0,0,0,0,0,0,40,-40,-6243,0,-840,0,22353,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,-7043,MONS-EN-BAROEUL,12,"3,5",Société à responsabilité limitée (SARL)
514108224,SEBASTIEN HERY ARCHITECTE,51410822400031,7111Z,,,75012.0,01/08/2009,De 3 à 5 salariés,,0,20058,0,0,0,0,0,0,125644,12094,0,0,237168,23955,398862,0,0,418920,9000,261150,54722,325774,0,0,0,0,0,1111,0,21322,70711,0,0,0,0,93146,418920,0,577621,0,577621,0,0,577622,0,0,0,0,133885,3199,242862,105140,4132,0,0,0,282,489503,88119,0,0,0,0,0,-19238,0,0,105,-19343,54722,0,14054,0,16122,0,50732,0,0,0,0,0,0,0,0,0,0,996,0,88119,PARIS 12,12,8,Société par actions simplifiée
442543385,BAYEUX ENCHERES,44254338500029,8299Z,,,14400.0,08/06/2002,De 3 à 5 salariés,,0,699354,694,0,0,0,0,0,131433,34959,0,164602,406909,6343,744940,0,0,1444294,370130,-79069,-30438,709986,0,0,0,0,220488,37088,0,424417,49724,0,2591,0,0,734308,1444294,0,645733,0,645733,0,61101,730476,0,0,0,0,305278,22045,279859,100631,28804,0,6,0,15275,751892,-21416,184,9071,9071,0,0,0,0,0,135,-135,-30438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30303,BAYEUX,12,5,Société à responsabilité limitée (SARL)
417713922,VASSEUR FERMETURES,41771392200033,2512Z,,,60150.0,01/01/1998,De 3 à 5 salariés,,0,58466,37986,0,0,0,0,0,120908,39023,0,0,48945,14370,261232,0,0,319698,32000,0,54962,141532,0,0,0,0,32703,0,19295,89415,36398,0,355,0,0,178166,319698,0,760654,0,760654,0,24750,785475,136957,0,224952,7992,140653,3303,153984,25541,13881,0,0,0,14501,721765,63710,1706,700,700,0,0,3960,3044,0,17,3943,54962,0,13697,0,12189,0,13476,13292,0,0,0,0,32301,4,0,0,0,5792,0,64716,THOUROTTE,12,"6,8",Société à responsabilité limitée (SARL)
420977407,PALETTES 58,42097740700014,4673A,,,58000.0,01/09/1998,De 3 à 5 salariés,,0,90278,0,0,0,0,357923,0,271300,0,0,0,56216,2786,695763,0,0,786041,25916,0,38240,453418,0,27102,0,0,0,0,0,139590,0,0,137,0,0,305521,786041,0,842862,0,842862,0,14298,857160,242227,118053,52051,0,195615,16461,97962,30973,39579,0,10876,11732,4,815531,41630,0,3085,3085,0,0,6517,0,0,0,6517,38240,0,6821,34092,8821,428,7470,112220,0,0,0,0,0,0,0,0,0,0,0,38544,SAINT-ELOI,12,"4,8",Société à responsabilité limitée (SARL)
698500378,CONSTRUCTIONS MECANIQUES BACH & SUCC.,69850037800014,2562B,,,67100.0,01/01/1969,De 6 à 9 salariés,,0,183668,9550,8768,0,0,0,0,122790,18102,0,89421,161438,6353,416425,0,0,600094,100000,56004,-16361,410169,0,0,0,0,37184,2078,0,50121,99657,0,883,0,0,189925,600094,0,609435,11385,620820,0,2667,623236,14640,0,49938,-2985,145085,7474,271369,112997,35602,0,0,0,14,634138,-10902,3799,1903,1903,0,0,4492,0,0,11848,-7355,-16361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-288,0,230,0,-9005,STRASBOURG,12,"5,4",Société par actions simplifiée
482693868,RODALFI,48269386800010,6420Z,,,69800.0,31/05/2005,,,0,1434559,0,0,0,0,0,7943,0,334314,0,600000,280852,0,1223109,0,0,2657668,361600,0,313825,2548903,0,0,0,0,0,105307,0,3457,0,0,0,0,0,108764,2657668,0,0,0,0,0,0,2,0,0,0,0,5701,1624,0,3347,985,0,0,0,1,11659,-11657,350494,0,0,0,0,0,0,0,0,0,313825,0,25012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338837,SAINT-PRIEST,12,"7,2",Société à responsabilité limitée (SARL)
517674206,SUD GOUTTIERES 46,51767420600027,4391B,,,46230.0,21/10/2009,De 3 à 5 salariés,,0,41253,52461,0,0,24000,0,1155,68699,27238,0,42,36,8936,182568,0,0,223821,6500,0,5524,72750,0,0,0,0,30507,395,14984,77518,25129,0,2537,0,0,151071,223821,6753,669120,0,669120,0,636,668850,0,0,181588,7737,307532,6047,86649,48189,13277,0,10328,0,246,661592,7259,0,2663,2663,0,0,1851,0,0,517,1334,5524,0,406,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,13160,0,4596,FONTANES,12,"4,6",Société à responsabilité limitée (SARL)
428736953,RAVALEMENT PROJETE PLUS,42873695300038,4334Z,,,93410.0,01/12/1999,De 3 à 5 salariés,,0,6514,10365,0,0,0,0,0,204797,15861,0,0,139455,21649,392127,0,0,398642,7622,187829,47326,243539,0,0,0,0,0,29458,0,52832,31845,0,0,0,38481,155102,398642,0,612175,0,612175,0,0,612175,0,0,119147,-7143,227372,7923,102858,90859,8477,0,0,0,499,549993,62182,0,0,0,0,0,0,0,0,527,-527,47326,0,14329,0,17594,0,9470,0,0,0,0,0,0,0,0,0,0,29448,0,62182,VAUJOURS,12,"7,4",Société par actions simplifiée
407934637,STE PLV,40793463700015,1721B,,,93190.0,25/06/1996,De 3 à 5 salariés,,0,40706,4818,0,0,0,0,0,422116,99698,0,250000,809032,2101,1587768,0,0,1628475,150000,255410,10582,532838,0,0,0,0,0,68140,39303,747948,220484,0,19759,0,0,1095636,1628475,0,2178426,10297,2188723,0,0,2188849,0,0,638652,-1396,1078126,14365,288680,115523,34589,0,0,0,89,2168631,20217,-5337,0,0,0,0,0,0,0,1025,-1025,10582,0,3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14880,LIVRY-GARGAN,12,"5,9",Société à responsabilité limitée (SARL)
300243128,CHRISTINE GOITSCHEL SPORTS,30024312800018,4764Z,,,73440.0,01/01/1973,De 10 à 19 salariés,,0,5510511,0,0,0,0,0,0,0,1386,0,1101070,1722006,2597,2827060,0,0,8337571,153900,0,1460826,7626972,0,0,0,0,318330,4124,0,5127,375038,0,550,0,7431,710599,8337571,0,724500,0,724500,0,10234,734734,0,0,0,0,53865,15137,421671,205163,16408,0,0,0,253,712498,22236,1511799,8588,11982,0,12344,11000,0,7986,7986,3014,1460826,0,64240,0,95999,49640,10232,23628,0,0,0,0,0,3,0,0,0,23584,0,1522053,LES BELLEVILLE,12,"8,6",Société par actions simplifiée
413624941,GB MUSIQUE,41362494100014,4759B,,,57000.0,01/08/1997,De 3 à 5 salariés,,0,12457,0,0,0,0,392794,0,46925,31814,0,0,782,3155,475472,0,0,487930,114336,172838,869,299478,0,0,0,0,63409,0,1240,61238,56072,0,0,0,6491,188452,487930,0,796322,0,796322,0,6601,802944,508988,-28906,-3179,0,80096,4973,165532,67127,2954,0,0,0,230,797818,5126,1,0,4142,4142,0,0,0,0,0,0,869,0,115,0,33776,0,9246,0,0,0,0,0,0,0,0,0,0,0,0,984,METZ,12,"3,8",Société par actions simplifiée
492472758,SOCIETE BAREISS / PHARMACIE DE LA VALLEE,49247275800019,4773Z,,,68550.0,13/09/2006,De 3 à 5 salariés,,0,2263744,0,0,0,0,79171,0,0,2647,0,500,134238,830,217386,0,0,2481130,50000,0,131419,1604786,0,0,0,0,558057,98256,0,175952,32361,0,11718,0,0,876344,2481130,0,1624895,0,1624895,0,0,1627232,1101390,5539,110,0,54781,16394,178550,69038,3020,0,0,0,4,1428826,198406,217,14447,14447,0,0,0,0,0,0,0,131419,0,52758,0,19145,3908,675,91776,0,0,0,0,0,4,0,0,0,0,0,184177,SAINT-AMARIN,12,"7,1",Société à responsabilité limitée (SARL)
523886919,J.D.CLEE SARL,52388691900019,1071C,,,78200.0,06/07/2010,De 10 à 19 salariés,,0,491478,4357,0,0,0,1739,62,0,32432,0,0,17361,1940,57891,0,0,549369,7500,0,50797,223369,0,0,0,0,101215,140462,0,30268,50868,0,3186,0,0,326000,549369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14054,0,4019,79406,0,0,0,0,0,0,0,0,0,0,0,0,MANTES-LA-JOLIE,12,"5,5",Société à responsabilité limitée (SARL)
428198246,TRANSPORTS RANNOU,42819824600012,4941B,,,77181.0,01/11/1999,De 6 à 9 salariés,,0,1058,0,0,0,0,0,0,128859,33969,0,0,60404,0,223232,0,0,224290,7622,10820,27909,57231,0,0,0,0,0,49030,0,12053,105976,0,0,0,0,167059,224290,0,743128,0,743128,0,0,743510,0,0,0,0,295924,8127,300586,107096,990,0,0,0,905,713627,29883,0,0,0,0,0,0,0,0,7332,-7332,27909,0,-5358,0,43344,0,31312,0,0,0,0,0,0,8,0,0,0,0,37822,29883,COURTRY,12,"6,1",Société à responsabilité limitée (SARL)
501422893,EXIA PRODUCTION,50142289300039,6630Z,,,75007.0,26/11/2007,0 salarié pendant l'année,,0,3419898,0,0,0,0,20678,0,42732,207508,0,0,147,8107,279171,0,0,3699070,1943200,0,108954,3177659,0,0,0,0,192350,260787,0,55315,11200,960,49,0,750,521411,3699070,192350,54000,0,54000,0,30765,84768,0,-20678,0,0,73526,2513,30360,11778,0,0,0,0,1,97500,-12732,136268,11600,11600,0,0,400,400,0,1139,-739,108954,0,0,0,4620,530,5792,0,0,0,0,0,7596,1,0,0,0,9276,0,109693,PARIS 7,12,"5,6",Société par actions simplifiée
350942363,DS AGENCEMENT,35094236300028,3101Z,,,42110.0,01/07/1989,De 6 à 9 salariés,,0,26111,8292,4224,0,0,0,0,165279,26718,0,0,362013,1987,568513,0,0,594623,66500,0,65826,397537,0,23195,0,0,0,12932,0,85203,75756,0,0,0,0,173891,594623,0,797352,0,797352,0,75571,873628,0,0,193168,-718,249342,8771,238313,67255,9816,0,0,23195,3821,792962,80666,5174,743,743,0,0,0,0,0,222,-222,65826,0,19048,0,0,0,0,0,0,0,0,0,0,0,0,700,0,27291,0,85096,CIVENS,12,"7,8",Société par actions simplifiée
612780296,TARBELEC,61278029600036,4669A,,,65000.0,01/01/1961,De 1 à 2 salariés,,0,25159,0,0,0,0,352717,457,218757,6267,0,0,1579,8086,587863,0,0,613022,58000,0,-2715,194296,0,0,0,0,169138,81591,876,137999,25775,0,3347,0,0,418726,613022,109331,997544,0,997544,0,1174,998729,777925,-22538,360,0,89920,2285,122767,21255,3026,0,3,0,587,995592,3137,0,4196,4196,0,0,58,0,0,1714,-1656,-2715,0,0,2733,13631,0,4618,0,0,0,0,0,0,0,0,0,0,0,0,-1059,TARBES,12,"2,7",Société à responsabilité limitée (SARL)
479292351,GENESIA FINANCE,47929235100034,8559A,,,75001.0,05/10/2004,De 3 à 5 salariés,,0,542028,0,0,0,0,0,660,360115,45024,0,0,569691,15068,990558,0,0,1532585,116800,212234,213138,923314,0,0,0,0,61,0,70,192680,407198,0,9262,0,0,609271,1532585,0,1802722,14303,1817025,0,8078,1825393,0,0,0,0,940251,44344,559696,251497,2929,0,0,0,10,1798727,26666,187037,0,44,0,0,101,0,0,1199,-1098,213138,0,-577,0,155041,0,46634,0,0,0,0,0,0,0,0,0,0,0,0,213659,PARIS 1,12,"7,2",Société par actions simplifiée
350784435,EGA,35078443500041,8010Z,,,75116.0,01/05/1989,De 6 à 9 salariés,,0,84428,0,0,0,0,0,0,266000,70550,0,0,31672,0,368221,0,0,452650,108000,54378,103905,269906,0,0,0,0,0,0,0,29852,137973,0,14919,0,0,182744,452650,0,487033,0,487033,0,0,490756,0,0,0,0,151826,11764,182858,11942,215,0,0,0,0,358605,132150,1314,0,1,0,0,6822,0,0,0,6822,103905,0,36380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133463,PARIS 16,12,"7,7",Société à responsabilité limitée (SARL)
332276476,BERTRAND SA,33227647600014,4322A,,,3390.0,01/01/1985,De 3 à 5 salariés,,0,74758,179616,0,0,0,0,1775,130467,15751,0,1741,156388,5520,491259,0,0,566017,30490,14696,43253,453641,0,0,0,0,0,2230,28661,21132,0,0,60352,0,0,112375,566017,0,0,0,672558,0,0,665521,0,0,295676,628,132005,4009,111925,61932,15424,0,0,0,0,621598,43923,463,0,14,0,0,702,0,0,1533,0,43253,0,288,0,0,0,0,0,0,0,0,0,0,0,0,-16153,0,0,0,0,MONTMARAULT,12,"6,8",Société à responsabilité limitée (SARL)
389941634,LES DEUX FRANGINS,38994163400013,5610C,,,13007.0,01/01/1993,De 10 à 19 salariés,,0,122379,5380,0,0,0,0,0,447,20658,0,0,81002,4946,112433,0,0,234812,20000,-183106,55347,36429,0,0,0,0,43382,58500,0,39310,57192,0,0,0,0,198384,234812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31870,0,4537,6675,0,0,0,0,0,0,0,0,0,0,0,0,MARSEILLE 7,12,"6,5",Société à responsabilité limitée (SARL)
392578282,SOCIETE D'EXPERTISE COMPTABLE PROVENCE SAVOIES,39257828200031,6920Z,,,13210.0,30/09/1993,De 6 à 9 salariés,,0,355591,0,0,0,0,0,600,62392,121244,0,0,157734,13158,355128,0,0,710719,350000,-109983,45502,320519,0,0,0,0,2576,0,0,76525,89507,0,1279,0,220314,390200,710719,0,740828,17186,758014,4000,44782,806798,0,0,0,0,296976,10278,318994,118035,14268,0,5748,0,7713,772012,34785,10534,119,119,0,0,263,0,0,0,263,45502,0,-39,7285,38681,0,22575,7640,0,0,0,0,127678,6,0,0,0,2400,0,45200,SAINT-REMY-DE-PROVENCE,12,"6,6",Société à responsabilité limitée (SARL)
434083671,BOULANGERIE DE CAILLIVOLLE / LA RONDE DES PAINS,43408367100017,1071C,"Dépôt de l'état des créances
Jugement arrêtant le plan de sauvegarde
Jugement d'ouverture d'une procédure de sauvegarde","06/07/2014
31/05/2013
27/05/2012",33260.0,01/02/2001,De 10 à 19 salariés,,0,645208,11215,0,0,0,0,0,1199,229443,0,1173,129924,3337,376292,0,0,1021499,7640,245409,68842,552067,0,148000,0,0,75503,102,0,83611,118007,22938,21270,0,0,321432,1021499,8286,836564,0,836564,11958,105976,955592,25372,0,241292,-1841,199311,7158,259420,50987,56078,0,0,0,1434,839212,116380,1006,0,0,0,0,5879,0,1325,3336,2543,68842,0,51087,0,22159,58066,142,14934,0,0,0,0,0,0,0,0,0,0,0,117386,LA TESTE-DE-BUCH,12,"7,5",Société à responsabilité limitée (SARL)
510914948,A3D HYGIENE ATTAQUE DESINSECTISATION DERATISATION DESINFECTION HYGIENE,51091494800029,8129A,,,30000.0,16/03/2009,De 3 à 5 salariés,,0,40568,2939,0,0,0,0,466,79685,33563,0,87000,101649,5159,310461,0,0,351029,7500,179760,108160,296170,0,0,0,0,58,1819,0,2767,45512,0,4705,0,0,54861,351031,0,338676,0,338676,0,532,339262,0,0,23547,3,86220,1900,76357,-14296,10316,0,868,0,723,185638,153626,332,0,0,0,0,769,0,360,3591,-2822,108160,0,42975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153960,NIMES,12,,Société à responsabilité limitée (SARL)
434728739,BELLIARD PRODUCTION,43472873900013,1071C,,,6400.0,01/02/2001,De 6 à 9 salariés,,0,369908,0,0,0,0,0,0,0,456784,0,0,147311,0,604095,0,0,974004,8000,54355,336013,399169,0,0,0,0,18324,483856,0,25472,47182,0,0,0,0,574835,974004,0,205313,0,205313,0,367751,573066,75537,4666,8036,416,158616,8025,197303,59097,18678,0,0,0,150,530528,42537,0,362,362,0,0,340490,0,0,46652,293838,336013,0,0,0,16047,0,0,10008,0,0,0,0,0,10,0,0,0,0,0,42175,CANNES,12,"7,2",Société à responsabilité limitée (SARL)
531183861,TF2I,53118386100032,4321A,,,24100.0,01/04/2011,De 3 à 5 salariés,,0,20737,0,0,0,0,54494,0,98768,5146,0,0,61907,782,221099,0,0,241836,3000,83179,21055,109113,0,0,0,0,18440,0,115,62798,0,0,50885,0,486,132723,241836,0,357636,0,357636,0,0,357984,170336,-28826,14157,0,40099,963,130334,683,5255,0,0,0,0,333001,24983,0,0,254,0,0,0,0,0,0,0,21055,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24729,BERGERAC,12,"6,4",Société à responsabilité limitée (SARL)
302149547,SOPLAICA,30214954700010,4331Z,,,12850.0,01/01/1974,De 6 à 9 salariés,,0,1259,5441,2968,0,0,0,0,84176,9941,0,0,145816,403,248745,0,0,250004,38112,-49332,21680,166566,0,166566,0,0,0,0,0,27916,55522,0,0,0,0,83439,250004,0,578970,0,578970,0,0,582045,0,0,144416,1456,102945,8352,197274,100987,867,0,0,0,3,556298,25747,1985,0,0,0,0,0,0,0,51,-51,27680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968,0,0,0,27731,ONET-LE-CHATEAU,12,"7,2",Société à responsabilité limitée (SARL)
316609841,JOUE CLUB LE GRAND BAZAR PARISIEN,31660984100036,4719B,,,4200.0,01/01/1979,De 3 à 5 salariés,,0,197122,0,0,0,0,239317,0,6804,35850,0,20000,41800,4869,348640,0,0,545762,42686,80782,9765,137502,0,2068,0,0,77897,227081,0,66234,29847,0,5133,0,0,406193,545762,0,739441,0,739441,0,11632,774727,468262,17426,2541,0,122627,8591,88621,19115,23783,0,0,8113,8,759089,15638,0,5228,5228,0,0,149,0,0,62,86,9765,0,731,0,10125,0,5815,48216,0,0,0,0,0,4,0,0,0,0,0,10410,PEIPIN,12,"5,1",Société à responsabilité limitée (SARL)
380641811,SOC MOREIRA JEAN MARIE & FILS,38064181100027,4322A,,,86280.0,01/01/1991,De 6 à 9 salariés,,0,90038,36255,17400,0,0,0,0,246545,428,0,6041,146295,2560,455523,0,0,545562,10062,55708,79533,151167,0,0,0,0,15111,218723,15332,76605,68624,0,0,0,0,394395,545562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116,0,0,0,0,0,0,0,0,0,0,0,0,SAINT-BENOIT,12,"5,5",Société à responsabilité limitée (SARL)
539762542,PEGIME,53976254200014,7112B,,,69100.0,04/02/2012,De 6 à 9 salariés,,0,48792,0,0,0,0,0,0,144988,0,0,0,147030,3558,301665,0,0,350457,8000,0,100122,186902,0,0,0,0,0,0,0,42826,0,0,1154,0,0,163554,350457,0,571689,0,571689,0,2349,574047,0,0,0,0,157776,3682,185745,76696,11059,0,0,0,3,434961,139086,0,830,830,0,0,0,0,0,45,-45,100122,0,38089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138256,VILLEURBANNE,12,"7,8",Société par actions simplifiée
407535210,COMME CHEZ VOUS,40753521000014,5610A,,,93200.0,20/05/1996,De 10 à 19 salariés,,0,734700,4580,0,0,0,0,0,50680,38814,0,0,198391,11560,304024,0,0,1038725,98000,0,62389,566935,0,0,0,0,28205,0,0,275424,168150,0,11,0,0,471790,1038725,21204,1315332,0,1315332,7465,13139,1336002,417912,0,0,734,230258,19670,425629,94453,89753,0,0,0,1454,1279864,56137,0,1148,1148,0,0,0,0,0,180,-180,62389,0,-7580,0,61802,0,23194,60093,0,0,0,0,0,0,0,0,0,0,0,54989,SAINT-DENIS,12,"6,7",Société à responsabilité limitée (SARL)
349170563,PHARMACIE DU MONT PILAT,34917056300028,4773Z,,,42220.0,11/01/1989,De 3 à 5 salariés,,0,2141447,0,0,0,0,172493,0,50095,39679,0,0,281243,11646,555156,0,0,2696602,221125,0,166419,1050904,0,0,0,0,995952,439634,0,167400,42712,0,0,0,0,1645698,2696602,0,1949059,0,1949059,0,42421,1999067,1236064,29435,0,0,130325,7459,289542,45125,3254,0,0,0,480,1741684,257383,0,23711,23711,0,0,0,0,0,405,-405,166419,0,66848,0,24088,0,4018,0,0,0,0,0,0,0,0,0,0,0,0,233672,BOURG-ARGENTAL,12,"6,9",Société à responsabilité limitée (SARL)
525114633,MIEUX CHEZ SOI HOME SERVICES,52511463300023,9609Z,,,60300.0,18/10/2010,De 20 à 49 salariés,,0,97016,0,0,0,0,0,0,100550,47582,0,0,37556,6408,192096,0,0,289112,8000,71767,32128,112695,0,0,0,0,78375,16467,0,8559,69341,0,3669,0,0,176417,289112,0,665931,0,665931,1855,8554,680126,0,0,5935,0,101270,6695,422296,97883,7836,0,0,0,1288,643202,36923,0,2733,2733,0,0,0,0,0,0,0,32128,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34190,SENLIS,12,"5,7",Société à responsabilité limitée (SARL)
